705,CIS 599,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
706,CIS 795,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
707,CIS 595,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
708,CIS 493,Pre-requisite: Barrett Honors student
709,CIS 236,Pre-requisite: Barrett Honors student
710,CIS 506,Prerequisite(s): graduate W. P. Carey major
711,CIS 308,Prerequisite(s): CIS 105 or CIS 236 with C or better; minimum 45 hours. credit is allowed for only CIS 308 or CIS 394 (Advanced Excel in Business)
712,CIS 593,Pre-requisite: Specific W.P. Carey Graduate student
713,CIS 512,Prerequisite(s): W.P. Carey graduate major
714,CIS 309,Prerequisite(s): CIS 105 or 236 with C or better; minimum 45 hours. credit is allowed for only CIS 309 or CIS 394 (Process Management)
715,CIS 575,Prerequisite(s): W.P. Carey graduate major; Credit is allowed for only CIS 575 or CIS 591 (Emerging Technologies in IT)
716,CIS 300,"Pre-requisites: Minimum 2.0 ASU cumulative GPA AND minimum 56 earned hours, OR be post-bacc undergraduate, OR be a non-degree student with minimum 2.0 ASU cum GPA, OR be a graduate student."
717,CIS 508,Pre-requisite: W.P. Carey Graduate student
718,CIS 405,Prerequisite(s) CIS 105 or 236 with C or better; minimum 45 hours. Credit is allowed for only CIS 394 (Business Intelligence) or 405
719,CIS 311,Prerequisite(s): CIS 105 or 236 with C or better; minimum 45 hours. Credit is allowed for only CIS 311 or CIS 394 (Project Management - Information Systems)
720,CIS 509,Pre-requisite: W.P. Carey graduate major
721,CIS 502,Prerequisite(s): W.P. Carey MBA degree program student
722,CIS 560,Prerequisite(s): W.P. Carey graduate major; Credit is allowed for only CIS 560 or CIS 591 (IT Services and Project Management)
723,CIS 791,Pre-requisite: W.P. Carey Info Systems PhD student
724,CIS 525,Prerequisite(s): W.P. Carey graduate major; Credit is allowed for only CIS 525 or CIS 591 (Strategic Value of Information Technology)
725,CIS 545,Prerequisite(s): W.P. Carey graduate major; Credit is allowed for only CIS 545 or CIS 591 (Enterprise Systems)
726,CIS 510,Prerequisite(s): W.P. Carey graduate major.  Credit is allowed for only CIS 510 or CIS 591 (Business Process Workflow Analysis)
727,CIS 598,Pre-requisite: Specific W.P. Carey Graduate student
728,CIS 515,Pre-requisite: W.P. Carey graduate major
729,CIS 590,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
730,CIS 540,Prerequisite(s): W.P. Carey graduate major.  Credit is allowed for only CIS 540 or CIS 591 (Information Security & Controls)
731,CIS 505,Pre-requisite: W.P. Carey Graduate student
732,CIS 503,Prerequisite(s): W.P. Carey graduate student
733,CIS 375,Prerequisite(s): Business Data Analytics BS major; CIS 315 with C or better; WPC 300 with C or better
734,CIS 315,"Prerequisite(s): Business Data Analytics BS major; CIS 235 or 236 with C or better; ECN 221 or 231 with C or better; MAT 211, 266, or 271 with C or better"
735,CIS 340,"Prerequisite(s): W. P. Carey CIS BS student; ACC 241, 242 or 271 with C or better; CIS 235 or 236 with C or better; ECN 221 with C or better; MAT 211 with C or better."
736,CIS 345,Prerequisite(s): Computer Information Systems BS major; CIS 340 with C or better
737,CIS 430,Prerequisite(s): W.P. Carey Computer Information Systems BS major; CIS 345 with C or better; CIS 425 with C or better
738,CIS 425,Prerequisite(s): W.P. Carey Computer Information Systems BS major; CIS 340 with C or better; CIS 360 or 365 with C or better
739,CIS 415,Prerequisite(s): Business Data Analytics BS major; CIS 315 with C or better; CIS 325 with C or better
740,CIS 565,Prerequisite(s): W.P. Carey graduate student
741,CIS 440,Prerequisite(s): W.P. Carey Computer Information Systems BS major; CIS 401 with C or better;  CIS 425 with C or better
742,CIS 235,"Pre-requisite(s): CIS 105, 200 or 220 with C or better; MAT 210, 270, 211 or 271 with C or better; Credit allowed for only CIS 235 or CIS 236"
743,CIS 360,"Prerequisite(s): W. P. Carey Accountancy BS or Business (Information Security) BA major; ACC 231, 232 or 261 with C or better; ACC 241, 242 or 271 with C or better; CIS 105 or 236 with C or better"
744,CIS 541,Prerequisite(s): W.P. Carey graduate student
745,CIS 325,"Prerequisite(s): Business Data Analytics BS major or Computer Information Systems BS major or Business (Information Security) major; CIS 235 or 236 with C or better; ECN 221 or 231 with C or better; MAT 211, 266, or 271 with C or better"
746,CIS 394,"Pre-requisites: Minimum 2.0 ASU cum GPA and minimum 56 earned hours, OR  Non-degree student with minimum 2.0 ASU cum GPA, OR Graduate student"
747,CIS 402,"Prerequisite(s): ACO 401, CIS 401, or CSE 465 with C or better; Credit is allowed for only ACO 402 or CIS 402"
748,CIS 312,Prerequisite(s): CIS 105 or 236 with C or better; minimum 45 hours; Credit is allowed for only CIS 294 (Business Mobile App Development and Monetization) or CIS 312
749,CIS 310,Prerequisite(s): CIS 105 or 236 with C or better
750,CIS 365,Prerequisite(s): Computer Information Systems BS major or Business Data Analytics BS major; CIS 235 or 236 with C or better
751,CIS 401,Prerequisite(s): ACO 320 or CIS 235 or CIS 236 or CSE 310 or IEE 305 with C or better; Credit is allowed for only ACO 401 or CIS 401
752,CIS 355,Prerequisites(s): Business Data Analytics BS major; CIS 365 with C or better
753,CIS 450,"Prerequisite(s): BS Business Data Analytics major; CIS 355 with C or better, CIS 375 with C or better, CIS 415 with C or better"
754,CIS 294,Prerequisite(s): Business Data Analytics BS or Computer Information Systems BS major
755,CIS 492,Prerequisite(s): Barrett Honors student
756,CIS 194,
757,CIS 499,Prerequisite(s): Business Data Analytics BS or Computer Information Systems BS major
758,CIS 494,Prerequisite(s): Business Data Analytics BS or Computer Information Systems BS major
759,CIS 105,
760,CIS 591,Pre-requisite: Specific W.P. Carey Graduate student
761,MBB 499,Pre-requisites: Minimum 3.0 GPA; Molecular Bioscience/Biotechnology student
762,MBB 492,Pre-requisite: Barrett Honors student
763,MBB 493,Pre-requisite: Barrett Honors student
764,MBB 495,Pre-requisite: Junior or senior standing
765,MBB 496,Prerequisite(s): junior or senior standing; Credit is allowed for only BIO 496 or HPS 496 or MBB 496 or MIC 496
766,MBB 445,Prerequisite(s): BIO 340 or MBB 347 with C or better; MBB 247 or MIC 302 with C or better; Credit is allowed for only MBB 445 or MIC 445
767,MBB 440,Prerequisite(s): BIO 340 or LSC 347 or MBB 347 with C or better; Credit is allowed for only BIO 440 or CBS 540 or MBB 440 or MCB 540
768,MBB 491,Prerequisite(s): BIO 340 or MBB 347 with C or better
769,MBB 355,"Prerequisite(s): MAT 119, 210, 243, 251, 265, or 270 or STP 220, 226, or 231 with C or better; Credit is allowed for only MAT 355 or BIO 355 or CPI 480 or MBB 355"
770,MBB 350,Prerequisite(s): BIO 340 or MBB 247 or MBB 347 with C or better; Credit is allowed for only MBB 350 or PLB 350
771,MBB 343,Prerequisite(s): BIO 340 or MBB 347 with C or better; Credit is allowed for only BIO 343 or MBB 343
772,MBB 484,Pre-requisites: Minimum 3.3 GPA; Molecular Biology student
773,MBB 490,Prerequisite(s): MBB 343 with C or better
774,MBB 591,Prerequisite(s): degree- or nondegree-seeking graduate student
775,MBB 446,Pre- or corequisite(s): MBB 445 or MIC 445 with C or better if completed; Credit is allowed for only MBB or MIC 446
776,MBB 347,Prerequisite(s): BIO 282 with C or better or BIO 181 and 182 with C or better; CHM 116 with C or better; Credit is allowed for only BIO 340 or MBB 347
777,MBB 494,
778,MBB 394,
779,MHL 532,Pre-requisites: Graduate Music student
780,MHL 484,
781,MHL 592,Pre-requisites: Graduate Music student
782,MHL 499,
783,MHL 657,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
784,MHL 792,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
785,MHL 684,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
786,MHL 584,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
787,MHL 799,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
788,MHL 784,Pre-requisites: Graduate student (degree seeking or nondegree seeking)
789,MHL 492,Prerequisite(s): Barrett Honors student
790,MHL 599,Pre-requisites: Graduate Music student
791,MHL 493,Pre-requisite: Barrett Honors student
792,MHL 668,Prerequisite(s): degree- or nondegree-seeking graduate student
793,MHL 201,
794,MHL 675,Prerequisite(s): degree- or nondegree-seeking graduate student
795,MHL 590,Pre-requisites: Graduate Music student
796,MHL 437,Prerequisite(s): Music major or minor; minimum 45 hours. Credit is allowed for only MHL 437 or MHL 494 (Topics in Baroque Music) or MHL 494 (Music in the Baroque Era)
797,MHL 632,Prerequisite(s): MHL 532
798,MHL 798,Prerequisite(s): MSI 601 or 602
799,MHL 795,Prerequisite(s): degree- or nondegree-seeking graduate student
800,MHL 491,Prerequisite(s): MHL 490
801,MHL 591,Pre-requisites: Graduate Music student
802,MHL 294,
803,MHL 344,Prerequisite(s): minimum 42 hours
804,MHL 342,"Prerequisite(s): Music, Music Education,  or Music Therapy students: MTC 221 with C or better OR Non-Music, Non-Music Education, or Non-Music Therapy students: MTC 223 with C or better"
805,MHL 394,
806,MHL 691,Prerequisite(s): degree- or nondegree-seeking graduate student
807,MHL 490,Prerequisite(s): MHL 339
808,MHL 456,Prerequisite(s): MTC 223 with C or better
809,MHL 340,Prerequisite(s): MHL 140; Corequisite(s): MHL 300- or 400-level course
810,MHL 494,"Prerequisite(s): Music student; MHL 341, MHL 342, and MTC 222 with C or better"
811,MHL 598,Pre-requisites: Graduate Music student
812,MHL 439,Prerequisite(s): MTC 223 with C or better
813,MHL 339,Prerequisite(s): MHL 140; Corequisite(s): MHL 300- or 400-level course
814,MHL 438,Prerequisite(s): MTC 221 with C or better
815,MHL 363,Prerequisite(s): MTC 221 with C or better
816,MHL 140,Prerequisite(s): Music or Performance and Movement major
817,MHL 670,Prerequisite(s): degree- or nondegree-seeking graduate student
818,MHL 440,Prerequisite(s): MTC 223 with C or better
819,MHL 341,Prerequisite(s): MTC 221 with C or better
820,MSE 517,Pre-requisite: Graduate Engineering OR Science and Engineering of Materials student
821,MSE 599,Pre-requisite: Materials & Science Engineering Masters student
822,MSE 484,
823,MSE 499,
824,MSE 799,Pre-requisite: Materials Science & Engineering PhD student
825,MSE 502,Pre-requisite: Graduate Engineering student; Credit is allowed for only MAE or MSE 502
826,MSE 208,Credit is allowed for only MSE 208 or PHS 208
827,MSE 493,Pre-requisite: Barrett Honors student
828,MSE 492,Pre-requisite: Barrett Honors student
829,MSE 513,Pre-requisite: Graduate Engineering or Science & Engr of Materials student; Credit is allowed for only MAE or MSE 513
830,MSE 421,Pre/Co-requisite: MSE 420
831,MSE 301,Pre-requisites: Minimum Junior standing; Credit is allowed for only MSE 301 or 394 (Materials and Civilization)
832,MSE 356,Pre/Co-requisite: MSE 355
833,MSE 561,Pre-requisites: Graduate Engineering student
834,MSE 584,Pre-requisites: Graduate Engineering student
835,MSE 592,Pre-requisite: Materials & Science Engineering Masters student
836,MSE 591,Pre-requisites: Graduate Engineering student
837,MSE 519,Pre-requisite: Graduate Engineering student; Credit is allowed for only MSE 476 or 519
838,MSE 560,"Prerequisite(s): graduate Chemistry, Engineering or Physics major. Credit is allowed for only MSE 460 or MSE 494 (Nanomaterials In Energy Production and Storage) or MSE 560 or MSE 598 (Nanomaterials In Energy Production and Storage) or NAN 560"
839,MSE 489,Co-requisite: MSE 482
840,MSE 593,Pre-requisites: Graduate Engineering student
841,MSE 550,Pre-requisite: Graduate Engineering OR Science and Engineering of Materials student
842,MSE 792,Pre-requisite: Materials Science & Engineering PhD student
843,MSE 514,Pre-requisite: Graduate Engineering student; Credit is allowed for only MSE 420 or 514
844,MSE 490,Prerequisite(s): MSE 489
845,MSE 590,Pre-requisites: Graduate Engineering student
846,MSE 540,"Pre-requisites: Graduate Engineering student; Credit is allowed for only MSE 442, 494 (Fatigue, Fracture, Creep) or 540"
847,MSE 510,Pre-requisite: Graduate Engineering student; Credit is allowed for only MSE 450 or 510
848,MSE 523,Pre-requisites: Graduate Engineering student
849,MSE 553,Prerequisite(s): Fulton Engineering graduate student; Corequisite(s): MSE 552 or PHY 552; Credit is allowed for only MSE 553 or PHY 553
850,MSE 526,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only MSE 526 or NAN 511 or PHY 511
851,MSE 552,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only MSE 552 or NAN 552 or PHY 552 or SEM 552
852,MSE 595,Prerequisite(s): Fulton Engineering graduate student
853,MSE 450,Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; PHY 131; MSE 355; Credit is allowed for only MSE 450 or MSE 510
854,MSE 471,Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; MSE 355
855,MSE 571,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only MSE 571 or NAN 571 or PHY 571
856,MSE 554,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only MSE 554 or PHY 554
857,MSE 451,Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; Corequisite(s): MSE 450
858,MSE 555,Prerequisite(s): Fulton Engineering graduate student
859,MSE 460,Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; MSE 250; Credit is allowed for only MSE 460 or MSE 494 (Nanomat. In Energy Production) or MSE 560 or MSE 598 (Nanomat. In Energy Production)
860,MSE 524,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only CHM 541 or MSE 524
861,MSE 795,Prerequisite(s): Fulton Engineering graduate student
862,MSE 420,Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; MSE 355 OR Fulton Engineering graduate student; Credit is allowed for only MSE 420 or MSE 514
863,MSE 546,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only NAN 546 or MSE 546 or PHY 546
864,MSE 335,Prerequisite(s): Fulton Engineering undergraduate student or students with approved Materials minor; MSE 330
865,MSE 498,Prerequisite(s): Fulton Engineering undergraduate or graduate student
866,MSE 442,"Prerequisite(s): Fulton Engineering undergraduate student or Materials minor; MSE 250 with C or better; Credit is allowed for only MSE 442 or MSE 494 (Fatigue, Fracture, Creep) or MSE 540"
867,MSE 250,Prerequisite(s): CHM 114 or 113 with Pre- or corequisite(s): CHM 116
868,MSE 476,Prerequisite(s): Fulton Engineering major or Materials minor; MSE 250 with C or better; Credit is allowed for only MSE 476 or MSE 519
869,MSE 525,"Prerequisite(s): Engineering graduate student; Credit is allowed for only MSE 525 or MSE 527 or MSE 598 (Fund of Elec, Optical,& Mag Matls & Device Apps) or NAN 512 or PHY 482 or PHY 512"
870,MSE 482,Prerequisite(s): Materials Science and Engineering student; MSE 420
871,MSE 211,Prerequisite(s): PHY 121; PHY 122;  MSE 250 with a C or better
872,MSE 457,Prerequisite(s): Fulton Engineering student or Materials Science and Engineering minor; MAT 275 with C or better; MSE 250 with C or better; PHY 131 with C or better
873,MSE 440,Prerequisite(s): Fulton Engineering undergraduate student or Materials Science and Engineering minor; MSE 420; Credit is allowed for only MSE 440 or MSE 516
874,MSE 215,Pre- or corequisite(s): MSE 250 with C or better if completed
875,MSE 458,"Prerequisite(s): Materials Science and Engineering student; MSE 457; Credit is allowed for only MSE 458 or MSE 515 or MSE 598 (Intro to Electronic, Magnetic & Optical Properties)"
876,MSE 527,"Prerequisite(s): Fulton Engineering graduate student; MSE 526; Credit is allowed for only MSE 525 or MSE 527 or MSE 598 (Fund of Elec, Optical,& Mag Matls & Device Apps) or NAN 512 or PHY 482 or PHY 512"
877,MSE 470,"Prerequisite(s): FSE undergrad or Materials minor; With C or better: CEE 213, MAE 213, or MSE 211; MAT 242, 342, or 343; MSE 250 or Aerospace major with MAE 325 (394); Credit is allowed for only MAE 455, 513, 598 (Polymers and Composites), MSE 470 or 513"
878,MSE 516,Prerequisite(s): Fulton Engineering graduate student; Credit is allowed for only MSE 440 or MSE 516
879,MSE 330,Prerequisite(s): Fulton Engineering undergraduate student or Materials Science and Engineering minor; MSE 250 with C or better; Pre- or corequisite(s): MAT 274 or 275 with C or better if completed
880,MSE 415,Prerequisite(s): Fulton Engr undergrad stdnt or Materials Science and Engr minor; MAT 267 or 272 with C or better; MAT 274 or 275 with C or better; MSE 250 with C or better; Credit is allowed for only MSE 415 or MSE 598 (Math & Comp Methods in Materials)
881,MSE 548,Prerequisite(s): graduate Fulton Engineering student. Credit is allowed for only CHE 518 or EEE 518 or MAE 518 or MSE 475 or MSE 548
882,MSE 355,"Prerequisite(s): Fulton Engineering undergraduate stdnt or Materials Science & Engineering minor; MSE 250 with C or better; Pre- or corequisite(s): MAT 267 or 272 with C or better if completed; MAT 242, 342, or 343 OR Fulton Engineering graduate stdnt"
883,MSE 501,"Prerequisite(s): Engineering graduate students, except Computer Engineering (Comp Sys or Elec Engr) MS or PhD, or Electrical Engineering MS, MSE, or PhD, or Electrical Engineering (AME) MS or PhD student; Credit is allowed for only MAE 501 or MSE 501"
884,MSE 294,
885,MSE 598,Pre-requisite: Graduate Engineering student OR Science & Engr of Materials student
886,MSE 494,Prerequisite(s): Fulton Engineering undergraduate student
887,PRM 499,
888,PRM 340,
889,PRM 493,Pre-requisite: Barrett Honors student
890,PRM 492,Prerequisite(s): Barrett Honors student
891,PRM 400,Pre/Co-requisite: PRM 364
892,PRM 470,Pre-requisite: Minimum 60 hours
893,PRM 370,Prerequisite(s): minimum 45 hours
894,PRM 335,Pre-requisite:  Minimum 45 hours.  Credit is allowed for only CSM 335 or PRM 335
895,PRM 451,"Credit is allowed for only NLM 451, 565 or PRM 451"
896,PRM 380,
897,PRM 294,
898,PRM 120,
899,PRM 475,Pre-requisite: Minimum 60 hours; Credit is allowed for only PRM or TDM 475
900,PRM 483,Prerequisite(s): minimum 45 hours; Credit is allowed for only CSM 483 or PRM 483 or TDM 483
901,PRM 463,Prerequisite(s): CRD 403 or PRM 413 with C or better; CSM 402 or NLM 402 or PRM 402 or TDM 402 with C or better; Credit is allowed for only CSM 463 or NLM 463 or PRM 463 or TDM 463
902,PRM 487,Prerequisite(s): PRM 486 with C or better; Credit is allowed for only PRM 487 or RTM 487
903,PRM 406,Prerequisite(s): PRM 364 with C or better
904,PRM 364,Prerequisite(s): minimum 45 hours
905,PRM 304,Prerequisite(s): CRD 210 with C or better; MAT 142 or higher with C or better; minimum 2.50 GPA; minimum 45 hours
906,PRM 201,Credit is allowed for only CSM 201 or PRM 201
907,PRM 210,Pre- or corequisite(s): NLM 160 or PRM 120 with C or better if completed
908,PRM 315,Prerequisite(s): PRM 120 with C or better
909,PRM 486,
910,PRM 310,Pre-requisite: minimum 45 hours. Credit is allowed for only NLM or PRM 310
911,PRM 423,Prerequisite(s): PRM 486 with C or better
912,PRM 384,Pre- or corequisite(s): PRM 364
913,PRM 427,Prerequisite(s): PRM 486 with C or better
914,PRM 422,Prerequisite(s): PRM 486 with C or better
915,PRM 350,"Prerequisite(s): CRD 210, CSM 201 or TDM 205; ENG 102, 105 or 108 with C or better; MAT 142 or higher with C or better; minimum 45 hours; Credit is allowed for only CRD 350 or CSM 350 or PRM 350 or TDM 350"
916,PRM 488,Prerequisite(s): PRM 486 with C or better
917,PRM 460,Prerequisite(s): PRM 364 with C or better
918,PRM 401,Prerequisite(s): CRD 210 or PRM 210; TDM 372 or CSM 203 or PRM 203; minimum 2.50 GPA; Credit is allowed for only CRD 401 or CSM 401 or PRM 401
919,PRM 453,Prerequisite(s): minimum 45 hours; Credit is allowed for only CSM 453 or CSM 494 (Inclusive and Adaptive Sports and Recreation) or PRM 453 or PRM 494 (Inclusive and Adaptive Sports and Recreation)
920,PRM 484,"Prerequisite(s): CRD 210, CSM 201, NLM 220, or TDM 205; minimum 72 hours; minimum 2.50 GPA"
921,PRM 203,Credit is allowed for only CSM 203 or NLM 203 or PRM 203
922,PRM 485,Prerequisite(s): PRM 486; Credit is allowed for only CSM 485 or PRM 485
923,PRM 440,Prerequisite(s): minimum 45 hours; Credit is allowed for only CRD 563 or PRM 440 or CRD 598 (Advocacy in Therapeutic Recreation)
924,PRM 494,
925,PRM 306,Prerequisite(s): CSM 203 or PRM 203; Credit is allowed for only CSM 306 or PRM 306
926,PRM 450,Prerequisite(s): minimum 45 hours; Credit is allowed for only PRM 450 or PRM 550 or CRD 494 (Therapeutic Recreation and Community Health) or CRD 598 (Therapeutic Recreation and Community Health) or PRM 494 (Therapeutic Recreation and Community Health)
927,PRM 413,Prerequisite(s): minimum 45 hours
928,PRM 402,"Pre- or corequisite(s): CRD 401, CSM 401, PRM 364, PRM 401, or TDM 401; Credit is allowed for only CRD 402 or CSM 402 or NLM 402 or PRM 402 or TDM 402"
929,PRM 550,Prerequisite(s): degree- or nondegree-seeking graduate; Credit is allowed for only PRM 450 or PRM 550 or CRD 494 (Therapeutic Rec & Community Hlth) or CRD 598 (Therapeutic Rec & Community Hlth) or PRM 494 (Therapeutic Rec & Community Hlth)
930,PRM 455,Pre- or corequisite(s): PRM 364 with C or better if completed
931,WPC 493,Pre-requisite: Barrett Honors student
932,WPC 101,Credit is allowed for only ASU 101 (or equivalent) or WPC 101 or WPC 201 OR 194 (Business Student Development)
933,WPC 492,Pre-requisite: Barrett Honors student
934,WPC 585,Prerequisite(s): W.P. Carey MBA major
935,WPC 504,Prerequisite(s): ASU degree-seeking graduate student
936,WPC 470,"Prerequisite(s) with C or better: W.P. Carey Bus Admin or Health Care BA major; FIN 300, 302 or 303; LES 305; MGT 300 or 303 or HCD 302; MKT 300, 302 or 303; SCM 300 or 303; Int'l Bus course; senior standing; Credit is allowed for only WPC 470 or 480"
937,WPC 580,Prerequisite(s): degree- or nondegree-seeking graduate student
938,WPC 594,
939,WPC 301,Prerequisite(s): Business BA or BS major; Credit is allowed for only WPC 148 or WPC 248 or WPC 301 or WPC 347 or WPC 348 or WPC 448 or WPC 449
940,WPC 480,"Prerequisite(s) with C or better: W.P. Carey BS major; FIN 300, 302, or 303 or IEE 300 if Engr Mgmt major; LES 305; MGT 300 or 303; MKT 300, 302, or 303; SCM 300 or 303; Int'l Bus course; senior standing; Credit is allowed for only WPC 470 or WPC 480"
941,WPC 148,Prerequisite(s): Business major; minimum 12 hours; Pre- or corequisite(s): ACC 101 or WPC 101; Credit is allowed for only WPC 148 or WPC 301 or WPC 347
942,WPC 347,Prerequisite(s): Business major; Credit is allowed for only WPC 148 or WPC 248 or WPC 301 or WPC 347
943,WPC 598,Prerequisite(s): degree- or nondegree-seeking graduate student
944,WPC 484,
945,WPC 591,
946,WPC 501,Prerequisite(s): degree- or nondegree-seeking graduate student
947,WPC 503,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only WPC 503 or MGT 594 (Leadership Communication)
948,WPC 448,"Prerequisite(s): Business major, WPC 348 with C or better; minimum 90 hours; Credit is allowed for only WPC 301 or WPC 448 or WPC 449"
949,WPC 194,
950,WPC 300,"Prerequisite(s): Business student; ACC 231, 232 or 261 w/C or better; ECN 212 or 214 w/C or better; ECN 221, ECN 231, IEE 380 or STP 280 w/C or better; MAT 211, 266 or 271 w/C or better; Pre- or coreq(s): ACC 241, 242 or 271 with C or better if completed"
951,WPC 248,Prerequisite(s): Business major; WPC 148 with C or better; minimum 30 hours; Credit is allowed for only WPC 248 or WPC 301 or WPC 347
952,WPC 502,Prerequisite(s): W.P. Carey MBA degree major; Credit is allowed for only WPC 502 or MGT 594 (Career Leadership)
953,WPC 449,Prerequisite(s): Business major; WPC 348 with C or better; minimum 90 hours; Credit is allowed for only WPC 301 or WPC 448 or WPC 449
954,WPC 494,Pre-requisites:  Must be W. P. Carey BS or BA degree program student; junior or senior standing.
955,WPC 348,Prerequisite(s): Business major; WPC 248 or 347 with C or better; minimum 60 hours; Credit is allowed for only WPC 301 or WPC 348
956,WPC 584,
957,WPC 394,Pre-requisites:  Must have a minimum GPA of 2.00; Must have a minimum total earned hours of 56
958,CRD 650,Pre-requisite:  Doctoral student in Community Resources and Development
959,CRD 683,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
960,CRD 640,Pre-requisite: Doctoral student in Community Resources and Development
961,CRD 620,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
962,CRD 191,"Pre-requisite: Maximum 25 hours; Credit is allowed for only CRD, PRM or TDM 191"
963,CRD 590,
964,CRD 599,
965,CRD 792,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
966,CRD 799,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
967,CRD 502,
968,CRD 500,
969,CRD 592,
970,CRD 580,
971,CRD 555,
972,CRD 610,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
973,CRD 690,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
974,CRD 593,
975,CRD 795,Pre-requisite: Graduate student (degree seeking or nondegree seeking)
976,CRD 530,Prerequisite(s): degree- or nondegree-seeking graduate student
977,CRD 552,Prerequisite(s): degree- or nondegree-seeking graduate student
978,CRD 569,Prerequisite(s): degree- or nondegree-seeking graduate student
979,CRD 572,"Pre-requisite: Graduate student (degree seeking or nondegree seeking); Credit is allowed for only CRD, NLM 572 or NLM 598 (Community & Social Innovations)"
980,CRD 235,Credit is allowed for only CRD 235 or NLM 235
981,CRD 499,
982,CRD 595,
983,CRD 492,Prerequisite(s): Barrett Honors student
984,CRD 493,Prerequisite(s): Barrett Honors student
985,CRD 350,"Prerequisite(s): CRD 210, CSM 201 or TDM 205; ENG 102, 105 or 108 with C or better; MAT 142 or higher with C or better; minimum 45 hours; Credit is allowed for only CRD 350 or CSM 350 or PRM 350 or TDM 350"
986,CRD 301,"Pre- or corequisite(s): PRM 120 or NLM 160 with C or better if completed; Credit is allowed for only CRD 301, NLM 301, PRM 301, SOS 301 or TDM 301"
987,CRD 401,Prerequisite(s): CRD 210 or PRM 210; TDM 372 or CSM 203 or PRM 203; minimum 2.50 GPA; Credit is allowed for only CRD 401 or CSM 401 or PRM 401
988,CRD 403,"Prerequisite(s): CRD 210, NLM 210, PRM 210, or TDM 210 with C or better; CRD 301, CRD 302, NLM 301, PRM 301, or TDM 301 with C or better; senior standing; minimum 2.50 GPA; Credit is allowed for only CRD 403 or NLM 403 or PRM 403 or TDM 403"
989,CRD 194,
990,CRD 210,Pre- or corequisite(s): NLM 160 or PRM 120 with C or better if completed
991,CRD 435,Prerequisite(s): Minimum 45 hours. Credit is allowed for only CRD 435 or NLM 435
992,CRD 302,"Prerequisite(s): ENG 102 with a C or better; MAT 142 or higher with a C or better; NLM 160 (or PRM 120) with a C or better; 2.50 GPA; 45 earned hours; Credit is allowed for only CRD 302, NLM 302, PRM 302 or TDM 302"
993,CRD 402,"Pre- or corequisite(s): CRD 401, CSM 401, PRM 364, PRM 401, or TDM 401; Credit is allowed for only CRD 402 or CSM 402 or NLM 402 or PRM 402 or TDM 402"
994,CRD 563,Prerequisite(s): degree- or nondegree-seeking graduate student; Credit is allowed for only CRD 563 or PRM 440 or CRD 598 (Advocacy in Therapeutic Recreation)
995,CRD 494,
996,CRD 591,
997,CRD 598,
998,CRD 394,
999,ACC 588,Pre-requisite: W. P. Carey Master of Accountancy student
1000,SPA 413,"Prerequisite(s): SPA 314, 316, or 412 with  C or better"
1001,SPA 413,"Prerequisite(s): SPA 314, 316, or 412 with  C or better"
1002,SPA 418,Prerequisite(s): SPA 412 or 413 with C or better
1003,SPA 449,"Prerequisite(s): ENG 102, 105, or 108 with C or better; Credit is allowed for only FOR 449 or LAS 449 or SPA 449 or FOR 494 (Lat Am Cinema: Dead & Disappeared) or LAS 494 (Lat Am Cinema: Dead & Disappeared) or SPA 494 (Lat Am Cinema: Dead & Disappeared)"
1004,SPA 401,Prerequisite(s): SPA 314 or 316
1005,SPA 464,Prerequisite(s): SPA 325
1006,SPA 464,Prerequisite(s): SPA 325
1007,SPA 498,
1008,SPA 494,
1009,SPA 494,
1010,SPA 494,
1011,SPA 591,
1012,SPA 598,Prerequisite(s): degree- or nondegree-seeking graduate student
1013,SPA 598,Prerequisite(s): degree- or nondegree-seeking graduate student
1014,SPA 598,Prerequisite(s): degree- or nondegree-seeking graduate student
1015,SPA 394,
